Course Name,Course Level,Category,Major Subject
Veterinary Science,UG,UG Agriculture & Allied Fields,Entomology
Veterinary Science,UG,UG Agriculture & Allied Fields,Genetics & Plant Breeding
Veterinary Science,UG,UG Agriculture & Allied Fields,Horticulture
Veterinary Science,UG,UG Agriculture & Allied Fields,Plant Pathology
Veterinary Science,UG,UG Agriculture & Allied Fields,Soil Science
Animation,UG,UG Architecture / Planning / Design,Computer-Aided Design
Animation,UG,UG Architecture / Planning / Design,Design Drawing
Animation,UG,UG Architecture / Planning / Design,Design Fundamentals
Animation,UG,UG Architecture / Planning / Design,Design History
Animation,UG,UG Architecture / Planning / Design,Design Project
Animation,UG,UG Architecture / Planning / Design,Design Research
Animation,UG,UG Architecture / Planning / Design,Materials & Processes
Animation,UG,UG Architecture / Planning / Design,Typography
Animation,UG,UG Architecture / Planning / Design,User Experience / Human-Centered Design
Animation,UG,UG Architecture / Planning / Design,Visual Communication
B.Arch,UG,UG Architecture / Planning / Design,Academic Writing
B.Arch,UG,UG Architecture / Planning / Design,Communication Skills
B.Arch,UG,UG Architecture / Planning / Design,Core Subject Studies
B.Arch,UG,UG Architecture / Planning / Design,History / Theory of the Discipline
B.Arch,UG,UG Architecture / Planning / Design,Indian Constitution
B.Arch,UG,UG Architecture / Planning / Design,Indian Society & Culture
B.Arch,UG,UG Architecture / Planning / Design,Research Methodology
B.Arch,UG,UG Architecture / Planning / Design,Social Science Research
B.Arch,UG,UG Architecture / Planning / Design,Statistics / Data Analysis
B.Des,UG,UG Architecture / Planning / Design,Academic Writing
B.Des,UG,UG Architecture / Planning / Design,Communication Skills
B.Des,UG,UG Architecture / Planning / Design,Core Subject Studies
B.Des,UG,UG Architecture / Planning / Design,History / Theory of the Discipline
B.Des,UG,UG Architecture / Planning / Design,Indian Constitution
B.Des,UG,UG Architecture / Planning / Design,Indian Society & Culture
B.Des,UG,UG Architecture / Planning / Design,Research Methodology
B.Des,UG,UG Architecture / Planning / Design,Social Science Research
B.Des,UG,UG Architecture / Planning / Design,Statistics / Data Analysis
B.Planning,UG,UG Architecture / Planning / Design,Architectural Design
B.Planning,UG,UG Architecture / Planning / Design,Architectural Graphics
B.Planning,UG,UG Architecture / Planning / Design,Building Construction
B.Planning,UG,UG Architecture / Planning / Design,Building Services
B.Planning,UG,UG Architecture / Planning / Design,Computer-Aided Design
B.Planning,UG,UG Architecture / Planning / Design,Environmental Design
B.Planning,UG,UG Architecture / Planning / Design,History of Architecture
B.Planning,UG,UG Architecture / Planning / Design,Structural Design
B.Planning,UG,UG Architecture / Planning / Design,Urban Planning
Communication Design,UG,UG Architecture / Planning / Design,Analog Electronics
Communication Design,UG,UG Architecture / Planning / Design,Communication Systems
Communication Design,UG,UG Architecture / Planning / Design,Control Systems
Communication Design,UG,UG Architecture / Planning / Design,Digital Electronics
Communication Design,UG,UG Architecture / Planning / Design,Electronic Devices
Communication Design,UG,UG Architecture / Planning / Design,Embedded Systems
Communication Design,UG,UG Architecture / Planning / Design,Engineering Mathematics
Communication Design,UG,UG Architecture / Planning / Design,Microprocessors & Microcontrollers
Communication Design,UG,UG Architecture / Planning / Design,Signals & Systems
Communication Design,UG,UG Architecture / Planning / Design,VLSI Design
Game Design,UG,UG Architecture / Planning / Design,Computer-Aided Design
Game Design,UG,UG Architecture / Planning / Design,Design Drawing
Game Design,UG,UG Architecture / Planning / Design,Design Fundamentals
Game Design,UG,UG Architecture / Planning / Design,Design History
Game Design,UG,UG Architecture / Planning / Design,Design Project
Game Design,UG,UG Architecture / Planning / Design,Design Research
Game Design,UG,UG Architecture / Planning / Design,Materials & Processes
Game Design,UG,UG Architecture / Planning / Design,Typography
Game Design,UG,UG Architecture / Planning / Design,User Experience / Human-Centered Design
Game Design,UG,UG Architecture / Planning / Design,Visual Communication
Graphic Design,UG,UG Architecture / Planning / Design,Computer-Aided Design
Graphic Design,UG,UG Architecture / Planning / Design,Design Drawing
Graphic Design,UG,UG Architecture / Planning / Design,Design Fundamentals
Graphic Design,UG,UG Architecture / Planning / Design,Design History
Graphic Design,UG,UG Architecture / Planning / Design,Design Project
Graphic Design,UG,UG Architecture / Planning / Design,Design Research
Graphic Design,UG,UG Architecture / Planning / Design,Materials & Processes
Graphic Design,UG,UG Architecture / Planning / Design,Typography
Graphic Design,UG,UG Architecture / Planning / Design,User Experience / Human-Centered Design
Graphic Design,UG,UG Architecture / Planning / Design,Visual Communication
Industrial Design,UG,UG Architecture / Planning / Design,CAD/CAM
Industrial Design,UG,UG Architecture / Planning / Design,Engineering Drawing
Industrial Design,UG,UG Architecture / Planning / Design,Engineering Mathematics
Industrial Design,UG,UG Architecture / Planning / Design,Engineering Mechanics
Industrial Design,UG,UG Architecture / Planning / Design,Fluid Mechanics
Industrial Design,UG,UG Architecture / Planning / Design,Machine Design
Industrial Design,UG,UG Architecture / Planning / Design,Manufacturing Processes
Industrial Design,UG,UG Architecture / Planning / Design,Strength of Materials
Industrial Design,UG,UG Architecture / Planning / Design,Theory of Machines
Industrial Design,UG,UG Architecture / Planning / Design,Thermodynamics
Product Design,UG,UG Architecture / Planning / Design,Computer-Aided Design
Product Design,UG,UG Architecture / Planning / Design,Design Drawing
Product Design,UG,UG Architecture / Planning / Design,Design Fundamentals
Product Design,UG,UG Architecture / Planning / Design,Design History
Product Design,UG,UG Architecture / Planning / Design,Design Project
Product Design,UG,UG Architecture / Planning / Design,Design Research
Product Design,UG,UG Architecture / Planning / Design,Materials & Processes
Product Design,UG,UG Architecture / Planning / Design,Typography
Product Design,UG,UG Architecture / Planning / Design,User Experience / Human-Centered Design
Product Design,UG,UG Architecture / Planning / Design,Visual Communication
UX/UI Design,UG,UG Architecture / Planning / Design,Computer-Aided Design
UX/UI Design,UG,UG Architecture / Planning / Design,Design Drawing
UX/UI Design,UG,UG Architecture / Planning / Design,Design Fundamentals
UX/UI Design,UG,UG Architecture / Planning / Design,Design History
UX/UI Design,UG,UG Architecture / Planning / Design,Design Project
UX/UI Design,UG,UG Architecture / Planning / Design,Design Research
UX/UI Design,UG,UG Architecture / Planning / Design,Materials & Processes
UX/UI Design,UG,UG Architecture / Planning / Design,Typography
UX/UI Design,UG,UG Architecture / Planning / Design,User Experience / Human-Centered Design
UX/UI Design,UG,UG Architecture / Planning / Design,Visual Communication
BA Anthropology,UG,UG Arts / Humanities / Social Sciences,Academic Writing
BA Anthropology,UG,UG Arts / Humanities / Social Sciences,Communication Skills
BA Anthropology,UG,UG Arts / Humanities / Social Sciences,Core Subject Studies
BA Anthropology,UG,UG Arts / Humanities / Social Sciences,History / Theory of the Discipline
BA Anthropology,UG,UG Arts / Humanities / Social Sciences,Indian Constitution
BA Anthropology,UG,UG Arts / Humanities / Social Sciences,Indian Society & Culture
BA Anthropology,UG,UG Arts / Humanities / Social Sciences,Research Methodology
BA Anthropology,UG,UG Arts / Humanities / Social Sciences,Social Science Research
BA Anthropology,UG,UG Arts / Humanities / Social Sciences,Statistics / Data Analysis
BA Archaeology,UG,UG Arts / Humanities / Social Sciences,Academic Writing
BA Archaeology,UG,UG Arts / Humanities / Social Sciences,Communication Skills
BA Archaeology,UG,UG Arts / Humanities / Social Sciences,Core Subject Studies
BA Archaeology,UG,UG Arts / Humanities / Social Sciences,History / Theory of the Discipline
BA Archaeology,UG,UG Arts / Humanities / Social Sciences,Indian Constitution
BA Archaeology,UG,UG Arts / Humanities / Social Sciences,Indian Society & Culture
BA Archaeology,UG,UG Arts / Humanities / Social Sciences,Research Methodology
BA Archaeology,UG,UG Arts / Humanities / Social Sciences,Social Science Research
BA Archaeology,UG,UG Arts / Humanities / Social Sciences,Statistics / Data Analysis
BA Economics,UG,UG Arts / Humanities / Social Sciences,Academic Writing
BA Economics,UG,UG Arts / Humanities / Social Sciences,Communication Skills
BA Economics,UG,UG Arts / Humanities / Social Sciences,Core Subject Studies
BA Economics,UG,UG Arts / Humanities / Social Sciences,History / Theory of the Discipline
BA Economics,UG,UG Arts / Humanities / Social Sciences,Indian Constitution
BA Economics,UG,UG Arts / Humanities / Social Sciences,Indian Society & Culture
BA Economics,UG,UG Arts / Humanities / Social Sciences,Research Methodology
BA Economics,UG,UG Arts / Humanities / Social Sciences,Social Science Research
BA Economics,UG,UG Arts / Humanities / Social Sciences,Statistics / Data Analysis
BA English,UG,UG Arts / Humanities / Social Sciences,Academic Writing
BA English,UG,UG Arts / Humanities / Social Sciences,Communication Skills
BA English,UG,UG Arts / Humanities / Social Sciences,Core Subject Studies
BA English,UG,UG Arts / Humanities / Social Sciences,History / Theory of the Discipline
BA English,UG,UG Arts / Humanities / Social Sciences,Indian Constitution
BA English,UG,UG Arts / Humanities / Social Sciences,Indian Society & Culture
BA English,UG,UG Arts / Humanities / Social Sciences,Research Methodology
BA English,UG,UG Arts / Humanities / Social Sciences,Social Science Research
BA English,UG,UG Arts / Humanities / Social Sciences,Statistics / Data Analysis
BA Geography,UG,UG Arts / Humanities / Social Sciences,Academic Writing
BA Geography,UG,UG Arts / Humanities / Social Sciences,Communication Skills
BA Geography,UG,UG Arts / Humanities / Social Sciences,Core Subject Studies
BA Geography,UG,UG Arts / Humanities / Social Sciences,History / Theory of the Discipline
BA Geography,UG,UG Arts / Humanities / Social Sciences,Indian Constitution
BA Geography,UG,UG Arts / Humanities / Social Sciences,Indian Society & Culture
BA Geography,UG,UG Arts / Humanities / Social Sciences,Research Methodology
BA Geography,UG,UG Arts / Humanities / Social Sciences,Social Science Research
BA Geography,UG,UG Arts / Humanities / Social Sciences,Statistics / Data Analysis
BA History,UG,UG Arts / Humanities / Social Sciences,Academic Writing
BA History,UG,UG Arts / Humanities / Social Sciences,Communication Skills
BA History,UG,UG Arts / Humanities / Social Sciences,Core Subject Studies
BA History,UG,UG Arts / Humanities / Social Sciences,History / Theory of the Discipline
BA History,UG,UG Arts / Humanities / Social Sciences,Indian Constitution
BA History,UG,UG Arts / Humanities / Social Sciences,Indian Society & Culture
BA History,UG,UG Arts / Humanities / Social Sciences,Research Methodology
BA History,UG,UG Arts / Humanities / Social Sciences,Social Science Research
BA History,UG,UG Arts / Humanities / Social Sciences,Statistics / Data Analysis
BA International Relations,UG,UG Arts / Humanities / Social Sciences,Academic Writing
BA International Relations,UG,UG Arts / Humanities / Social Sciences,Communication Skills
BA International Relations,UG,UG Arts / Humanities / Social Sciences,Core Subject Studies
BA International Relations,UG,UG Arts / Humanities / Social Sciences,History / Theory of the Discipline
BA International Relations,UG,UG Arts / Humanities / Social Sciences,Indian Constitution
BA International Relations,UG,UG Arts / Humanities / Social Sciences,Indian Society & Culture
BA International Relations,UG,UG Arts / Humanities / Social Sciences,Research Methodology
BA International Relations,UG,UG Arts / Humanities / Social Sciences,Social Science Research
BA International Relations,UG,UG Arts / Humanities / Social Sciences,Statistics / Data Analysis
BA Journalism,UG,UG Arts / Humanities / Social Sciences,Academic Writing
BA Journalism,UG,UG Arts / Humanities / Social Sciences,Communication Skills
BA Journalism,UG,UG Arts / Humanities / Social Sciences,Core Subject Studies
BA Journalism,UG,UG Arts / Humanities / Social Sciences,History / Theory of the Discipline
BA Journalism,UG,UG Arts / Humanities / Social Sciences,Indian Constitution
BA Journalism,UG,UG Arts / Humanities / Social Sciences,Indian Society & Culture
BA Journalism,UG,UG Arts / Humanities / Social Sciences,Research Methodology
BA Journalism,UG,UG Arts / Humanities / Social Sciences,Social Science Research
BA Journalism,UG,UG Arts / Humanities / Social Sciences,Statistics / Data Analysis
BA Linguistics,UG,UG Arts / Humanities / Social Sciences,Academic Writing
BA Linguistics,UG,UG Arts / Humanities / Social Sciences,Communication Skills
BA Linguistics,UG,UG Arts / Humanities / Social Sciences,Core Subject Studies
BA Linguistics,UG,UG Arts / Humanities / Social Sciences,History / Theory of the Discipline
BA Linguistics,UG,UG Arts / Humanities / Social Sciences,Indian Constitution
BA Linguistics,UG,UG Arts / Humanities / Social Sciences,Indian Society & Culture
BA Linguistics,UG,UG Arts / Humanities / Social Sciences,Research Methodology
BA Linguistics,UG,UG Arts / Humanities / Social Sciences,Social Science Research
BA Linguistics,UG,UG Arts / Humanities / Social Sciences,Statistics / Data Analysis
BA Mass Communication,UG,UG Arts / Humanities / Social Sciences,Analog Electronics
BA Mass Communication,UG,UG Arts / Humanities / Social Sciences,Communication Systems
BA Mass Communication,UG,UG Arts / Humanities / Social Sciences,Control Systems
BA Mass Communication,UG,UG Arts / Humanities / Social Sciences,Digital Electronics
BA Mass Communication,UG,UG Arts / Humanities / Social Sciences,Electronic Devices
BA Mass Communication,UG,UG Arts / Humanities / Social Sciences,Embedded Systems
BA Mass Communication,UG,UG Arts / Humanities / Social Sciences,Engineering Mathematics
BA Mass Communication,UG,UG Arts / Humanities / Social Sciences,Microprocessors & Microcontrollers
BA Mass Communication,UG,UG Arts / Humanities / Social Sciences,Signals & Systems
BA Mass Communication,UG,UG Arts / Humanities / Social Sciences,VLSI Design
BA Philosophy,UG,UG Arts / Humanities / Social Sciences,Academic Writing
BA Philosophy,UG,UG Arts / Humanities / Social Sciences,Communication Skills
BA Philosophy,UG,UG Arts / Humanities / Social Sciences,Core Subject Studies
BA Philosophy,UG,UG Arts / Humanities / Social Sciences,History / Theory of the Discipline
BA Philosophy,UG,UG Arts / Humanities / Social Sciences,Indian Constitution
BA Philosophy,UG,UG Arts / Humanities / Social Sciences,Indian Society & Culture
BA Philosophy,UG,UG Arts / Humanities / Social Sciences,Research Methodology
BA Philosophy,UG,UG Arts / Humanities / Social Sciences,Social Science Research
BA Philosophy,UG,UG Arts / Humanities / Social Sciences,Statistics / Data Analysis
BA Political Science,UG,UG Arts / Humanities / Social Sciences,Academic Writing
BA Political Science,UG,UG Arts / Humanities / Social Sciences,Communication Skills
BA Political Science,UG,UG Arts / Humanities / Social Sciences,Core Subject Studies
BA Political Science,UG,UG Arts / Humanities / Social Sciences,History / Theory of the Discipline
BA Political Science,UG,UG Arts / Humanities / Social Sciences,Indian Constitution
BA Political Science,UG,UG Arts / Humanities / Social Sciences,Indian Society & Culture
BA Political Science,UG,UG Arts / Humanities / Social Sciences,Research Methodology
BA Political Science,UG,UG Arts / Humanities / Social Sciences,Social Science Research
BA Political Science,UG,UG Arts / Humanities / Social Sciences,Statistics / Data Analysis
BA Psychology,UG,UG Arts / Humanities / Social Sciences,Academic Writing
BA Psychology,UG,UG Arts / Humanities / Social Sciences,Communication Skills
BA Psychology,UG,UG Arts / Humanities / Social Sciences,Core Subject Studies
BA Psychology,UG,UG Arts / Humanities / Social Sciences,History / Theory of the Discipline
BA Psychology,UG,UG Arts / Humanities / Social Sciences,Indian Constitution
BA Psychology,UG,UG Arts / Humanities / Social Sciences,Indian Society & Culture
BA Psychology,UG,UG Arts / Humanities / Social Sciences,Research Methodology
BA Psychology,UG,UG Arts / Humanities / Social Sciences,Social Science Research
BA Psychology,UG,UG Arts / Humanities / Social Sciences,Statistics / Data Analysis
BA Public Administration,UG,UG Arts / Humanities / Social Sciences,Academic Writing
BA Public Administration,UG,UG Arts / Humanities / Social Sciences,Communication Skills
BA Public Administration,UG,UG Arts / Humanities / Social Sciences,Core Subject Studies
BA Public Administration,UG,UG Arts / Humanities / Social Sciences,History / Theory of the Discipline
BA Public Administration,UG,UG Arts / Humanities / Social Sciences,Indian Constitution
BA Public Administration,UG,UG Arts / Humanities / Social Sciences,Indian Society & Culture
BA Public Administration,UG,UG Arts / Humanities / Social Sciences,Research Methodology
BA Public Administration,UG,UG Arts / Humanities / Social Sciences,Social Science Research
BA Public Administration,UG,UG Arts / Humanities / Social Sciences,Statistics / Data Analysis
BA Public Policy,UG,UG Arts / Humanities / Social Sciences,Academic Writing
BA Public Policy,UG,UG Arts / Humanities / Social Sciences,Communication Skills
BA Public Policy,UG,UG Arts / Humanities / Social Sciences,Core Subject Studies
BA Public Policy,UG,UG Arts / Humanities / Social Sciences,History / Theory of the Discipline
BA Public Policy,UG,UG Arts / Humanities / Social Sciences,Indian Constitution
BA Public Policy,UG,UG Arts / Humanities / Social Sciences,Indian Society & Culture
BA Public Policy,UG,UG Arts / Humanities / Social Sciences,Research Methodology
BA Public Policy,UG,UG Arts / Humanities / Social Sciences,Social Science Research
BA Public Policy,UG,UG Arts / Humanities / Social Sciences,Statistics / Data Analysis
BA Social Work,UG,UG Arts / Humanities / Social Sciences,Academic Writing
BA Social Work,UG,UG Arts / Humanities / Social Sciences,Communication Skills
BA Social Work,UG,UG Arts / Humanities / Social Sciences,Core Subject Studies
BA Social Work,UG,UG Arts / Humanities / Social Sciences,History / Theory of the Discipline
BA Social Work,UG,UG Arts / Humanities / Social Sciences,Indian Constitution
BA Social Work,UG,UG Arts / Humanities / Social Sciences,Indian Society & Culture
BA Social Work,UG,UG Arts / Humanities / Social Sciences,Research Methodology
BA Social Work,UG,UG Arts / Humanities / Social Sciences,Social Science Research
BA Social Work,UG,UG Arts / Humanities / Social Sciences,Statistics / Data Analysis
BA Sociology,UG,UG Arts / Humanities / Social Sciences,Academic Writing
BA Sociology,UG,UG Arts / Humanities / Social Sciences,Communication Skills
BA Sociology,UG,UG Arts / Humanities / Social Sciences,Core Subject Studies
BA Sociology,UG,UG Arts / Humanities / Social Sciences,History / Theory of the Discipline
BA Sociology,UG,UG Arts / Humanities / Social Sciences,Indian Constitution
BA Sociology,UG,UG Arts / Humanities / Social Sciences,Indian Society & Culture
BA Sociology,UG,UG Arts / Humanities / Social Sciences,Research Methodology
BA Sociology,UG,UG Arts / Humanities / Social Sciences,Social Science Research
BA Sociology,UG,UG Arts / Humanities / Social Sciences,Statistics / Data Analysis
BA Tamil,UG,UG Arts / Humanities / Social Sciences,Academic Writing
BA Tamil,UG,UG Arts / Humanities / Social Sciences,Communication Skills
BA Tamil,UG,UG Arts / Humanities / Social Sciences,Core Subject Studies
BA Tamil,UG,UG Arts / Humanities / Social Sciences,History / Theory of the Discipline
BA Tamil,UG,UG Arts / Humanities / Social Sciences,Indian Constitution
BA Tamil,UG,UG Arts / Humanities / Social Sciences,Indian Society & Culture
BA Tamil,UG,UG Arts / Humanities / Social Sciences,Research Methodology
BA Tamil,UG,UG Arts / Humanities / Social Sciences,Social Science Research
BA Tamil,UG,UG Arts / Humanities / Social Sciences,Statistics / Data Analysis
B.Com,UG,UG Commerce / Finance,Auditing
B.Com,UG,UG Commerce / Finance,Business Economics
B.Com,UG,UG Commerce / Finance,Business Law
B.Com,UG,UG Commerce / Finance,Business Statistics
B.Com,UG,UG Commerce / Finance,Corporate Accounting
B.Com,UG,UG Commerce / Finance,Cost Accounting
B.Com,UG,UG Commerce / Finance,Financial Accounting
B.Com,UG,UG Commerce / Finance,Financial Management
B.Com,UG,UG Commerce / Finance,Management Accounting
B.Com,UG,UG Commerce / Finance,Taxation
B.Com Accounting & Finance,UG,UG Commerce / Finance,Auditing
B.Com Accounting & Finance,UG,UG Commerce / Finance,Business Economics
B.Com Accounting & Finance,UG,UG Commerce / Finance,Business Law
B.Com Accounting & Finance,UG,UG Commerce / Finance,Business Statistics
B.Com Accounting & Finance,UG,UG Commerce / Finance,Corporate Accounting
B.Com Accounting & Finance,UG,UG Commerce / Finance,Cost Accounting
B.Com Accounting & Finance,UG,UG Commerce / Finance,Financial Accounting
B.Com Accounting & Finance,UG,UG Commerce / Finance,Financial Management
B.Com Accounting & Finance,UG,UG Commerce / Finance,Management Accounting
B.Com Accounting & Finance,UG,UG Commerce / Finance,Taxation
B.Com Banking & Insurance,UG,UG Commerce / Finance,Auditing
B.Com Banking & Insurance,UG,UG Commerce / Finance,Business Economics
B.Com Banking & Insurance,UG,UG Commerce / Finance,Business Law
B.Com Banking & Insurance,UG,UG Commerce / Finance,Business Statistics
B.Com Banking & Insurance,UG,UG Commerce / Finance,Corporate Accounting
B.Com Banking & Insurance,UG,UG Commerce / Finance,Cost Accounting
B.Com Banking & Insurance,UG,UG Commerce / Finance,Financial Accounting
B.Com Banking & Insurance,UG,UG Commerce / Finance,Financial Management
B.Com Banking & Insurance,UG,UG Commerce / Finance,Management Accounting
B.Com Banking & Insurance,UG,UG Commerce / Finance,Taxation
B.Com Business Analytics,UG,UG Commerce / Finance,Auditing
B.Com Business Analytics,UG,UG Commerce / Finance,Business Economics
B.Com Business Analytics,UG,UG Commerce / Finance,Business Law
B.Com Business Analytics,UG,UG Commerce / Finance,Business Statistics
B.Com Business Analytics,UG,UG Commerce / Finance,Corporate Accounting
B.Com Business Analytics,UG,UG Commerce / Finance,Cost Accounting
B.Com Business Analytics,UG,UG Commerce / Finance,Financial Accounting
B.Com Business Analytics,UG,UG Commerce / Finance,Financial Management
B.Com Business Analytics,UG,UG Commerce / Finance,Management Accounting
B.Com Business Analytics,UG,UG Commerce / Finance,Taxation
B.Com Computer Applications,UG,UG Commerce / Finance,Computer Networks
B.Com Computer Applications,UG,UG Commerce / Finance,Data Structures & Algorithms
B.Com Computer Applications,UG,UG Commerce / Finance,Database Management Systems
B.Com Computer Applications,UG,UG Commerce / Finance,Java Programming
B.Com Computer Applications,UG,UG Commerce / Finance,Object-Oriented Programming
B.Com Computer Applications,UG,UG Commerce / Finance,Operating Systems
B.Com Computer Applications,UG,UG Commerce / Finance,Programming Fundamentals
B.Com Computer Applications,UG,UG Commerce / Finance,Python Programming
B.Com Computer Applications,UG,UG Commerce / Finance,Software Engineering
B.Com Computer Applications,UG,UG Commerce / Finance,Web Development
B.Com Corporate Secretaryship,UG,UG Commerce / Finance,Auditing
B.Com Corporate Secretaryship,UG,UG Commerce / Finance,Business Economics
B.Com Corporate Secretaryship,UG,UG Commerce / Finance,Business Law
B.Com Corporate Secretaryship,UG,UG Commerce / Finance,Business Statistics
B.Com Corporate Secretaryship,UG,UG Commerce / Finance,Corporate Accounting
B.Com Corporate Secretaryship,UG,UG Commerce / Finance,Cost Accounting
B.Com Corporate Secretaryship,UG,UG Commerce / Finance,Financial Accounting
B.Com Corporate Secretaryship,UG,UG Commerce / Finance,Financial Management
B.Com Corporate Secretaryship,UG,UG Commerce / Finance,Management Accounting
B.Com Corporate Secretaryship,UG,UG Commerce / Finance,Taxation
B.Com Finance,UG,UG Commerce / Finance,Auditing
B.Com Finance,UG,UG Commerce / Finance,Business Economics
B.Com Finance,UG,UG Commerce / Finance,Business Law
B.Com Finance,UG,UG Commerce / Finance,Business Statistics
B.Com Finance,UG,UG Commerce / Finance,Corporate Accounting
B.Com Finance,UG,UG Commerce / Finance,Cost Accounting
B.Com Finance,UG,UG Commerce / Finance,Financial Accounting
B.Com Finance,UG,UG Commerce / Finance,Financial Management
B.Com Finance,UG,UG Commerce / Finance,Management Accounting
B.Com Finance,UG,UG Commerce / Finance,Taxation
B.Com International Business,UG,UG Commerce / Finance,Auditing
B.Com International Business,UG,UG Commerce / Finance,Business Economics
B.Com International Business,UG,UG Commerce / Finance,Business Law
B.Com International Business,UG,UG Commerce / Finance,Business Statistics
B.Com International Business,UG,UG Commerce / Finance,Corporate Accounting
B.Com International Business,UG,UG Commerce / Finance,Cost Accounting
B.Com International Business,UG,UG Commerce / Finance,Financial Accounting
B.Com International Business,UG,UG Commerce / Finance,Financial Management
B.Com International Business,UG,UG Commerce / Finance,Management Accounting
B.Com International Business,UG,UG Commerce / Finance,Taxation
B.Com Professional Accounting,UG,UG Commerce / Finance,Auditing
B.Com Professional Accounting,UG,UG Commerce / Finance,Business Economics
B.Com Professional Accounting,UG,UG Commerce / Finance,Business Law
B.Com Professional Accounting,UG,UG Commerce / Finance,Business Statistics
B.Com Professional Accounting,UG,UG Commerce / Finance,Corporate Accounting
B.Com Professional Accounting,UG,UG Commerce / Finance,Cost Accounting
B.Com Professional Accounting,UG,UG Commerce / Finance,Financial Accounting
B.Com Professional Accounting,UG,UG Commerce / Finance,Financial Management
B.Com Professional Accounting,UG,UG Commerce / Finance,Management Accounting
B.Com Professional Accounting,UG,UG Commerce / Finance,Taxation
B.Com Taxation,UG,UG Commerce / Finance,Auditing
B.Com Taxation,UG,UG Commerce / Finance,Business Economics
B.Com Taxation,UG,UG Commerce / Finance,Business Law
B.Com Taxation,UG,UG Commerce / Finance,Business Statistics
B.Com Taxation,UG,UG Commerce / Finance,Corporate Accounting
B.Com Taxation,UG,UG Commerce / Finance,Cost Accounting
B.Com Taxation,UG,UG Commerce / Finance,Financial Accounting
B.Com Taxation,UG,UG Commerce / Finance,Financial Management
B.Com Taxation,UG,UG Commerce / Finance,Management Accounting
B.Com Taxation,UG,UG Commerce / Finance,Taxation
BCA,UG,UG Computer / IT,Computer Networks
BCA,UG,UG Computer / IT,Data Structures & Algorithms
BCA,UG,UG Computer / IT,Database Management Systems
BCA,UG,UG Computer / IT,Java Programming
BCA,UG,UG Computer / IT,Object-Oriented Programming
BCA,UG,UG Computer / IT,Operating Systems
BCA,UG,UG Computer / IT,Programming Fundamentals
BCA,UG,UG Computer / IT,Python Programming
BCA,UG,UG Computer / IT,Software Engineering
BCA,UG,UG Computer / IT,Web Development
BCA Artificial Intelligence,UG,UG Computer / IT,AI Ethics
BCA Artificial Intelligence,UG,UG Computer / IT,Computer Vision
BCA Artificial Intelligence,UG,UG Computer / IT,Data Structures & Algorithms
BCA Artificial Intelligence,UG,UG Computer / IT,Database Management Systems
BCA Artificial Intelligence,UG,UG Computer / IT,Deep Learning
BCA Artificial Intelligence,UG,UG Computer / IT,Generative AI
BCA Artificial Intelligence,UG,UG Computer / IT,Java Programming
BCA Artificial Intelligence,UG,UG Computer / IT,Large Language Models
BCA Artificial Intelligence,UG,UG Computer / IT,Linear Algebra
BCA Artificial Intelligence,UG,UG Computer / IT,MLOps
BCA Artificial Intelligence,UG,UG Computer / IT,Machine Learning
BCA Artificial Intelligence,UG,UG Computer / IT,Natural Language Processing
BCA Artificial Intelligence,UG,UG Computer / IT,Probability & Statistics
BCA Artificial Intelligence,UG,UG Computer / IT,Python Programming
BCA Artificial Intelligence,UG,UG Computer / IT,Retrieval-Augmented Generation (RAG)
BCA Cloud Computing,UG,UG Computer / IT,Computer Networks
BCA Cloud Computing,UG,UG Computer / IT,Data Structures & Algorithms
BCA Cloud Computing,UG,UG Computer / IT,Database Management Systems
BCA Cloud Computing,UG,UG Computer / IT,Java Programming
BCA Cloud Computing,UG,UG Computer / IT,Object-Oriented Programming
BCA Cloud Computing,UG,UG Computer / IT,Operating Systems
BCA Cloud Computing,UG,UG Computer / IT,Programming Fundamentals
BCA Cloud Computing,UG,UG Computer / IT,Python Programming
BCA Cloud Computing,UG,UG Computer / IT,Software Engineering
BCA Cloud Computing,UG,UG Computer / IT,Web Development
BCA Cyber Security,UG,UG Computer / IT,Computer Networks
BCA Cyber Security,UG,UG Computer / IT,Data Structures & Algorithms
BCA Cyber Security,UG,UG Computer / IT,Database Management Systems
BCA Cyber Security,UG,UG Computer / IT,Java Programming
BCA Cyber Security,UG,UG Computer / IT,Object-Oriented Programming
BCA Cyber Security,UG,UG Computer / IT,Operating Systems
BCA Cyber Security,UG,UG Computer / IT,Programming Fundamentals
BCA Cyber Security,UG,UG Computer / IT,Python Programming
BCA Cyber Security,UG,UG Computer / IT,Software Engineering
BCA Cyber Security,UG,UG Computer / IT,Web Development
BCA Data Analytics,UG,UG Computer / IT,Computer Networks
BCA Data Analytics,UG,UG Computer / IT,Data Structures & Algorithms
BCA Data Analytics,UG,UG Computer / IT,Database Management Systems
BCA Data Analytics,UG,UG Computer / IT,Java Programming
BCA Data Analytics,UG,UG Computer / IT,Object-Oriented Programming
BCA Data Analytics,UG,UG Computer / IT,Operating Systems
BCA Data Analytics,UG,UG Computer / IT,Programming Fundamentals
BCA Data Analytics,UG,UG Computer / IT,Python Programming
BCA Data Analytics,UG,UG Computer / IT,Software Engineering
BCA Data Analytics,UG,UG Computer / IT,Web Development
BCA Data Science,UG,UG Computer / IT,AI Ethics
BCA Data Science,UG,UG Computer / IT,Computer Vision
